npsn,nama_sekolah,provinsi,kabupaten_kota,kecamatan,kelurahan,alamat
20109165,SMKN 61 JAKARTA,D.K.I. Jakarta,Kabupaten Administrasi Kep. Seribu,Kepulauan Seribu Selatan,Pulau Tidung,JALAN PANTAI SELATAN NO. 1 PULAU TIDUNG.
20100160,SMKN 19 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Bendungan Hilir,JL. DANAU LIMBOTO NO. 11
20108509,SMK MUHAMMADIYAH 5,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Bendungan Hilir,JL. TAMAN BENDUNGAN JATILUHUR 18
20109319,SMK Dental Asisten Sekesal Jakarta,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Bendungan Hilir,JL.BENDUNGAN JATILUHUR NO.130
20100167,SMKN 38 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Karet Tengsin,JL. KARET PASAR BARU TIMUR II
20100142,SMKS MUHAMMADIYAH 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Kebon Melati,JL. KH. MAS MANSYUR NO. 65
20100151,SMK PGRI 31 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Kebon Melati,Jl.Sabeni No 12
20100132,SMK KRISTEN BETHEL,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Petamburan,JL. KS TUBUN N0. 253 TANAH ABANG
20100118,SMKS SAID NAUM,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Kebon Kacang,JL. KH. MAS MANSYUR  NO.25
20100140,SMK AL-IHSAN,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Tanah Abang,Kebon Kacang,JL. KEBON KACANG IX/57
20100159,SMKN 16 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Menteng,JL. TAMAN AMIR HAMZAH MENTENG
20100286,SMKS YAPERMAS JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Menteng,JL. ANYER NO. 7
20108510,SMK JAYAWISATA 1,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Menteng,JL. TAMAN SUNDA KELAPA NO. 16 A
20100295,SMK TAMAN SISWA 3,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Pegangsaan,JL. MATRAMAN DALAM II/13
20100306,SMKS AL MAKMUR,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Cikini,JL. RADEN SALEH
20100300,SMK SANTA THERESIA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Menteng,Gondangdia,Jl. Gereja Theresia No. 4
20100110,SMK KATOLIK SINT JOSEPH,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Kenari,JL. KRAMAT RAYA NO. 134
20100166,SMKN 34 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Paseban,JL. KRAMAT RAYA NO. 93
20107255,SMKS FARMASI TUNAS BANGSA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Paseban,SALEMBA TENGAH II NO.1
20100139,SMKS FRANCISKUS 2,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Kramat,JL. KRAMAT RAYA
20100116,SMKS MUHAMMADIYAH 10 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Senen,JL. KRAMAT SAWAH BARU
20100282,SMKS PSKD 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Senen,JL. Prajurit KKO Usman & Harun No. 26
20107254,SMK DITKESAD,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Senen,Senen,JL. DR. ABDULRAHMAN SALEH NO 18
20100105,SMKS KAMPUNG JAWA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Johar Baru,Johar Baru,JL. PERCETAKAN NEGARA II
20100158,SMKN 14 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Johar Baru,Johar Baru,JL. PERCETAKAN NEGARA II A
20100165,SMKN 31 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Johar Baru,Johar Baru,JL. KRAMAT JAYA BARU BLOK DII
20100153,SMKS PGRI 4 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Cempaka Putih,Rawasari,JL. PERCETAKAN NEGARA XI A
20100168,SMKN 39 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,JALAN CEMPAKA PUTIH TENGAH VI NO. 2
20100114,SMKS KSATRYA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,JL. PERCETAKAN NEGARA NO. D 232
20107259,SMKS TUNAS HARAPAN,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,JL. CEMP. PUTIH BARAT 14 CEMPAKA PUTIH
20178283,SMKS CEMPAKA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,JL CEMPAKA PUTIH BARAT
20100141,SMKS MUHAMMADIYAH 11 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Harapan Mulya,JL. CEMPAKA WANGI II/12
20100117,SMKS JAKARTA DUA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Cempaka Baru,JL. CEMPAKA BARU TENGAH NO. 1-3
20100157,SMKN 44 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Cempaka Baru,JL. HARAPAN JAYA 9/5A KEMAYORAN
20100307,SMKS PONCOL,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Sumur Batu,JL. MUTIARA RAYA
20100156,SMKN 54 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Serdang,JL. BENDUNGAN JAGO NO. 53
20100162,SMKN 21 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Kebon Kosong,JL. SIAGA I GG. SWADAYA III
20100296,SMK TAMANSISWA 2,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Kemayoran,JL. GARUDA NO. 44 KEMAYORAN
20100115,SMKS MUHAMMADIYAH 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,JL. GARUDA NO. 33 KEMAYORAN
20100164,SMKN 3 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,JL. GARUDA NO. 63 KEMAYORAN
20100294,SMKS TAMAN SISWA 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,JL GARUDA NO. 25
20100303,SMKS STRADA 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,JL. GUNUNG SAHARI NO. 88
20177909,SMKS KRISTEN KANAAN,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,JL. KRAN RAYA NO. 7  JAKARTA
20100143,SMKN 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Pasar Baru,JL. BUDI UTOMO NO.7 SAWAH BESAR
20100163,SMKN 27 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Pasar Baru,JL. DR. SUTOMO NO. 1
20109314,SMK FARMASI BPK PENABUR,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Pasar Baru,PINTU AIR RAYA NO. 11
20100131,SMK AT TAQWA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Gunung Sahari Utara,JL. RAJAWALI SELATAN VI NO. 18
20107258,SMKS STRADA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Gunung Sahari Utara,JL. RAJAWALI SELATAN 2 NO. 1
20100104,SMK KARTINI,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Sawah Besar,Kartini,JL KARTINI RAYA NO. 26
20100108,SMK JAKARTA PUSAT 1,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Selatan,JL. ABDUL MUIS NO. 44
20100161,SMKN 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Gambir,JL. BATU 3
20100299,SMK SANTA MARIA,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Kebon Kelapa,Jl. Ir. H. Juanda No. 29
20100119,SMK AL IRSYAD,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Utara,JL. KH. HASYIM ASHARI 27 GAMBIR
20100288,SMK YP IPPI PETOJO,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Utara,JL. PETOJO BARAT III/2
20107252,SMK BUNDA MULIA 1,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Utara,JL. AM. SANGAJI N0. 20 PETOJO UTARA
20108514,SMKS REX MUNDI,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Utara,ALAYDRUS NO. 42
69981907,SMK Global Multimedia,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Petojo Utara,Jl. Alaydrus No. 10
20100301,SMKS SANTO PAULUS,D.K.I. Jakarta,Kota Administrasi Jakarta Pusat,Gambir,Duri Pulo,SETIA KAWAN RAYA NO. 39-41
69761967,SMKS AL MUTTAQIN,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Kapuk Muara,JL. KAPUK MUARA RT 10/ RW 4
20107449,SMK PERMATA INDAH,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Pejagalan,JL. KAMP GUSTI BLOK A/1Taman Permata Indah II No.1
20107467,SMKS TRIDHARMA BUDHIDAYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Pejagalan,JL. BIDARA RAYA NO. 36
20107442,SMKS PANGERAN WIJAYAKUSUMA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Penjaringan,JL. BANDENGAN UTARA NO. 80
20107452,SMKS PLUIT RAYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Penjaringan,JL. JEMBATAN TIGA NO.1
20107453,SMKS PSKD 3 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Penjaringan,JL. TANJUNG WANGI PLUIT
70052938,SMK GENESARET,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Penjaringan,Jalan Bandengan Utara No. 40 D
20107439,SMKN 56 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Pluit,JL. RAYA PLUIT TIMUR NO. 1 PENJARINGAN
20107455,SMKS REMAJA PLUIT,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Penjaringan,Pluit,JL.PLUIT SELATAN I NO. 1 PLUIT
20107417,SMKS FAJAR INDAH,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Pademangan,Pademangan Barat,JL. WASPADA RAYA 1/30
20107454,SMKS RAUDHATUL JANNATUNNAIM,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Pademangan,Pademangan Barat,JL. BUDI MULIA
20107428,SMKS K HARAPAN MULIA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Pademangan,Pademangan Timur,JL.PADEMANGAN V BLOK D PADEMANGAN
20107433,SMKN 23 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Pademangan,Pademangan Timur,JL. PADEMANGAN TIMUR III/19
20107438,SMKN 55 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Pademangan,Pademangan Timur,JL. PADEMANGAN TIMUR VII
20107462,SMKS SPES PATRIAE,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sunter Agung,JL. ANCOL SELATAN II NO. 1
20107418,SMKS GITA KIRTTI 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sunter Jaya,JL. SUNTER JAYA 4
20107474,SMKS YASPI JAYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sunter Jaya,JL. Sunter Jaya VI No.16
20107404,SMKS AL JIHAD JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Papango,JL. PAPANGGO 1 NO. 1
20107419,SMKS GLOBAL 21 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Papango,JL. LANJI NO. 2
20107422,SMKS PELAYARAN JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Papango,JL. WARAKASVI / 19 NO. 107
20107461,SMK SISMADI,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Warakas,JL. WARAKAS RAYA NO.17
20107410,SMKS BARUNAWATI,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sungai Bambu,JL. GANGGENG II NO.1 TG. PRIOK
20107420,SMKS GUNUNG JATI JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sungai Bambu,JL. SUNGAI BAMBU IV NO. 35
20107426,SMKS KENCANA 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sungai Bambu,JL.SUNGAI BAMBU POL 13A TG. PRIOK
69761954,SMKS KESEHATAN GLOBAL CENDEKIA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Sungai Bambu,JL GADANG NO.83-85
20100783,SMKN 12 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,Jl. Kebon Bawang XV B No.15 RT.19/RW.2
20107416,SMKS DHARMA PUTRA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. SWASEMBADA BARAT XI NO.92
20107432,SMKS MUTIARA 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. KOMP YOS SUDARSO II/19
20107447,SMKS PERINTIS NASIONAL JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. SWASEMBADA TIMURX/02
20107469,SMKS WIYATAMANDALA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. SWASEMBADA TIMUR XIII NO. 46-50
20107470,SMKS WIYATAMANDALA BAKTI JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. SWASEMBADA TIMUR XIII/46-50
20107472,SMKS YAPPENDA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Kebon Bawang,JL. SWASEMBADA TIMUR IV NO.12
20107405,SMKS AL-KHAIRIYAH BAHARI,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Tanjung Priuk,JL. BAHARI 3 A8 NO. 152
20107471,SMKS YANINDO JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Tanjung Priok,Tanjung Priuk,JL. R. E. MARTADINATA
20107468,SMKS WALANG JAYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Selatan,JL.STM WALANG JAYA NO.01 TUGU SELATAN KOJA JAKARTA UTARA
20107431,SMKS MUHAMMADIYAH 12,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Utara,JL.HAJI MURTADO NO.2A KOJA
20107441,SMKS NUSANTARA 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Utara,Jl. Kramat Jaya Gg. VIII Blok. R
20107459,SMKS SEJAHTERA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Utara,JL. WALANG BARU VI NO. 19
20107463,SMKS STRADA 3 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Utara,JL. BHAYANGKARA NO. 38
20107475,SMKS YUSHA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Tugu Utara,JL. MAWAR LUAR NO. 1
20107403,SMKS AL IRSYAD JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. MINDI RAYA NO. 29-35
20107406,SMKS AL KHAIRIYAH 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. MINDI NO. 2
20107407,SMKS AL KHAIRIYAH 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. MINDI NO. 2
20107408,SMKS AR RAUDHAH JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. CEMARA BLOK I/79KEL. LAGOA
20107430,SMKS LAGOA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. LAGOA 3 NO 135
20107460,SMKS SILIWANGI JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. Rawabadak 1 No. 79
20107465,SMKS TANJUNG PRIOK 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL. MANGGA NO.3
20107466,SMKS TANJUNG PRIOK 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Lagoa,JL.MANGGA NO.52
20107411,SMK PERGURUAN CIKINI JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Koja,Rawabadak Utara,Jl. Alur Laut Blok NN No. 1
20107409,SMKS HANG TUAH 2,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,JL. PERINTIS KEMERDEKAAN
20107421,SMKS HANG TUAH I JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,JL. TABAH RAYA KOMP. TNI-AL
20107443,SMKS PELAYARAN JAKARTA RAYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,JL. PERINTIS KEMERDEKAAN KOMPLEK TNI-AL
20178282,SMKS PGRI 38 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,JL TABAH I NO 5 KOMP TNI AL KODAMAR
20100775,SMKS JAYA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,JL. PERINTIS KEMERDEKAAN
20107425,SMKS KASIH ANANDA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Jl. Pegangsaan Dua Km. 5
20107434,SMKN 33 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Jln. Gading Mas Timur II No. 37 Rt. 12/10 Pegangsaan Dua
20112463,SMKS 11 MARET,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Kelapa Gading,Pegangsaan Dua,JL. RAYA BEKASI KM. 20
20107436,SMKN 4 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Rorotan,JL. ROROTAN VI NO. 1
20107450,SMKS PGRI 11 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Rorotan,JL. ROROTAN VI
69990474,SMK Citra Bangsa,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Rorotan,jl. Rorotan VI No. 1A
70042518,SMK MEDIA KARYA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Rorotan,Jl Malaka IV No 65
20107423,SMKS P JALASENA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Marunda,JL. SARANG BANGO NO.27  RT : 05/04
20107437,SMKN 49 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Marunda,JALAN SARANG BANGO NO. 1
20107446,SMKS PELAYARAN MALAHAYATI JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Marunda,Jl.Sungai Tiram No.43 Marunda Baru Cilincing Jakarta Utara
20107451,SMKS PGRI 3 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Marunda,JL. MARUNDA BARU III
20107412,SMKS CILINCING 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Cilincing,JL.BARU GANG II CILINCING
20107464,SMKS SYAHID,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Cilincing,JL. BAKTI NO.27 KEL.CILINCING
20107413,SMKS CILINCING 3 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Timur,JL.KEBANTENAN IV NO.26 SEMPER TIMUR
20107414,SMKS DARUL MAARIF,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Timur,JL. MADYA KEBANTENAN NO. 14
69984608,SMK AZ-ZAHRAH,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Timur,Jl. Kampung Sawah Rt.005 Rw.011
20107440,SMKS NUSANTARA 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Barat,JL. KRAMAT JAYA  GANG 8
20107458,SMKS SARI PUTRA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Barat,KEBON BARU BLOK X NO. 25
20177823,SMK BINTANG NUSANTARA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Semper Barat,JL. SEMPER BARAT (KAMP. BETING) RT 010/009
20107435,SMKN 36 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Kali Baru,JL. BARU KOSAMBI III
20109260,SMKS AL MIFTAHIYYAH,D.K.I. Jakarta,Kota Administrasi Jakarta Utara,Cilincing,Kali Baru,Jl. Kalibaru Barat VII No.17
20101480,SMKS SUMPAH PEMUDA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Joglo,JL. RAYA JOGLO NO.36
20101559,SMKS YMIK JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Joglo,JL. RAYA JOGLO (KOMP.DPR.RI.PRIBADI)
20101471,SMKS SATRIA JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Srengseng,JL. RAYA SRENGSENG NO. 26 A
20101578,SMKS BINA INSAN MANDIRI,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Srengseng,JL. RAYA MERUYA HILIR KOMP. PQT
70030097,SMK INSAN CENDIKIA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Srengseng,JL. MANGGIS NO. 5 RT.003/005
20101483,SMKS WIDYA PATRIA 2,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Meruya Selatan,Jl. H. Saaba No. 65
20101474,SMKS REFORMASI,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Meruya Utara,JL. SANGGRAHAN RAYA RT.010/005
20101602,SMKS AL IHSAN JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Meruya Utara,JL. RAYA MASJID AL IHSAN
20112434,SMKS PATMOS,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Meruya Utara,Taman Meruya Ilir Blok E-7 Rt.018 Rw.004 Meruya Utara
20107268,SMKS PRIMA WISATA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Kembangan Selatan,RAYA BUGIS KEMBANGAN NO.109
20101510,SMKS PGRI 2 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Kembangan Utara,JL. KEMBANGAN UTARA NO.1
20101599,SMKS AL WASHILAH 1 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Kembangan Utara,JL. KAMPUNG BARU NO. 20
20109458,SMKS GLOBAL PERSADA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kembangan,Kembangan Utara,Jl. Raya Kembangan No.14
20101499,SMKN 45 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,Jalan KPBD
20101644,SMKS KEBON JERUK JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Sukabumi Utara,JL. AYUB DALAM NO. 26 B
20101592,SMKS AL HUDA KEBON JERUK,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kelapa Dua,JL. H. ALIMUN KELAPA DUA NO. 48 RT. 01/03
20101468,SMKS WIYATA SATYA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kebon Jeruk,Jl. Taman Mutiara Prima No. 3
20101487,SMKS TRI ARGA 2,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kebon Jeruk,Jln. HH No.63
20101497,SMKN 60 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Duri Kepa,JL. DURI RAYA NO 15A
20101661,SMKS DEWI SARTIKA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Duri Kepa,JL. TANJUNG DUREN BARAT 1BLOK AY KOMP.GREEN VILE
69768184,SMKS PUTRA MANDIRI,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Duri Kepa,JL ASIA BARU KEPA DURI NO 60 RT 08/04
20101600,SMKS AL HAMIDIYAH,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,JL. RAYA KEDOYA SELATAN NO. 50
20101638,SMKS JAKARTA IV,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,Jl. Kedoya Raya No.200
20101639,SMKS JAKARTA III,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,JL. KEDOYA RAYA NO. 200
20101670,SMKS BUDI MURNI 2,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,JL. PURI KEMBANGAN NO. 2
20109572,SMKS NUSANTARA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,JL SMUN 57
20109907,SMKS MULTIMEDIA MANDIRI,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Kebon Jeruk,Kedoya Selatan,JALAN RAYA KEDOYA NO. 2
20101503,SMKN 13 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Palmerah,Palmerah,JL. RAWA BELONG II-EPALMERAH
20101601,SMKS AL MAFATIH JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Palmerah,Palmerah,JL. H. JUNAIDINO.79 RT. 001 RW. 017
20101502,SMKN 17 JAKARTA,D.K.I. Jakarta,Kota Administrasi Jakarta Barat,Palmerah,Slipi,JL. G. SLIPI
